Date,Open,High,Low,Close,%Change
28-05-2009,4276.15,4354.85,4254.85,4337.1,1.41%
29-05-2009,4340.75,4488.05,4340.75,4448.95,2.43%
01-06-2009,4450.4,4545.4,4450.4,4529.9,1.76%
02-06-2009,4530.45,4586.4,4451.3,4525.25,-0.11%
03-06-2009,4525.5,4574.9,4478.6,4530.7,0.11%
04-06-2009,4530.3,4582.2,4453.45,4572.65,0.93%
05-06-2009,4573.3,4636.85,4561.95,4586.9,0.30%
08-06-2009,4582.35,4611.4,4404.65,4429.9,-3.44%
09-06-2009,4427.75,4562.45,4365.1,4550.95,2.71%
10-06-2009,4551.7,4688.95,4551.7,4655.25,2.22%
11-06-2009,4657.4,4679.55,4586.15,4637.7,-0.42%
12-06-2009,4637.55,4693.2,4566.15,4583.4,-1.18%
15-06-2009,4584.65,4601.05,4469.6,4484,-2.24%
16-06-2009,4478.1,4537.95,4405.95,4517.8,0.88%
17-06-2009,4515.35,4517.8,4332.8,4356.15,-3.65%
18-06-2009,4352.95,4375.3,4222.15,4251.4,-2.39%
19-06-2009,4251.1,4326.2,4206.7,4313.6,1.45%
22-06-2009,4314.2,4352.25,4221.9,4235.25,-1.86%
23-06-2009,4223.3,4267.45,4143.25,4247,0.56%
24-06-2009,4247.3,4307,4218.25,4292.95,1.06%
25-06-2009,4293.85,4337.95,4221.15,4241.85,-1.23%
26-06-2009,4243.95,4383.75,4243.95,4375.5,3.01%
29-06-2009,4375.4,4439.95,4350.9,4390.95,0.35%
30-06-2009,4391.5,4426.75,4267.35,4291.1,-2.34%
01-07-2009,4292.3,4362.3,4249.7,4340.9,1.12%
02-07-2009,4373.5,4383.65,4288.75,4348.85,-0.57%
03-07-2009,4347.3,4434.45,4298.95,4424.25,1.74%
06-07-2009,4429.6,4479.8,4133.7,4165.7,-6.34%
07-07-2009,4166,4231.8,4155.5,4202.15,0.86%
08-07-2009,4201.85,4201.85,4061.1,4078.9,-3.01%
09-07-2009,4078.75,4114.9,4039.85,4080.95,0.05%
10-07-2009,4081.4,4129.95,3976.8,4003.9,-1.94%
13-07-2009,4003.4,4003.4,3918.75,3974.05,-0.74%
14-07-2009,3974.1,4128.9,3974.1,4111.4,3.34%
15-07-2009,4120.8,4249.55,4118.75,4233.5,2.66%
16-07-2009,4223.5,4305,4205.5,4231.4,0.19%
17-07-2009,4231.45,4390.4,4230.15,4374.95,3.28%
20-07-2009,4377.9,4510.3,4377.9,4502.25,2.76%
21-07-2009,4501.5,4524,4436.6,4469.1,-0.72%
22-07-2009,4469.3,4557.95,4380.45,4398.9,-1.60%
23-07-2009,4409.7,4532.4,4405.95,4523.75,2.52%
24-07-2009,4524.8,4578.75,4504.85,4568.55,0.96%
27-07-2009,4568.65,4596.75,4528.5,4572.3,0.08%
28-07-2009,4572.8,4599.9,4529.15,4564.1,-0.19%
29-07-2009,4565.8,4573.85,4420.8,4513.5,-1.16%
30-07-2009,4513.1,4582.35,4474.5,4571.45,1.28%
31-07-2009,4571.6,4669.75,4571.6,4636.45,1.40%
03-08-2009,4633.8,4723.75,4617.75,4711.4,1.65%
04-08-2009,4706.25,4731.45,4642.6,4680.5,-0.55%
05-08-2009,4680.95,4717.2,4629.85,4694.15,0.28%
06-08-2009,4694.35,4718.15,4559.2,4585.5,-2.37%
07-08-2009,4591.9,4591.9,4463.95,4481.4,-2.47%
10-08-2009,4486.5,4562.5,4399.85,4437.65,-1.10%
11-08-2009,4435,4510.8,4398.9,4471.35,0.81%
12-08-2009,4473.8,4473.8,4359.4,4457.5,-0.37%
13-08-2009,4458.55,4614.15,4458.55,4605,3.18%
14-08-2009,4605.15,4619,4559.35,4580.05,-0.55%
17-08-2009,4578.8,4578.8,4374.6,4387.9,-4.35%
18-08-2009,4389.5,4491.45,4372.65,4458.9,1.56%
19-08-2009,4457.75,4477.55,4353.45,4394.1,-1.45%
20-08-2009,4394.35,4492.8,4394.35,4453.45,1.33%
21-08-2009,4453.45,4538.7,4400.9,4528.8,1.66%
24-08-2009,4536.95,4656.3,4536.95,4642.8,2.28%
25-08-2009,4641.65,4672.9,4582.5,4659.35,0.38%
26-08-2009,4659.45,4697.8,4659.1,4680.85,0.46%
27-08-2009,4679,4707.9,4645.15,4688.2,0.20%
28-08-2009,4688.4,4743.75,4651.4,4732.35,0.93%
31-08-2009,4730.85,4730.85,4635,4662.1,-1.47%
01-09-2009,4662.2,4735.9,4600.65,4625.35,-0.80%
02-09-2009,4624,4650.45,4576.6,4608.35,-0.34%
03-09-2009,4608.75,4647.35,4581.05,4593.55,-0.33%
04-09-2009,4608.7,4697.2,4580.35,4680.4,1.53%
07-09-2009,4682.4,4790,4679.3,4782.9,2.10%
08-09-2009,4782.85,4842.2,4782.65,4805.25,0.47%
09-09-2009,4804.9,4825.05,4783.5,4814.25,0.19%
10-09-2009,4814.35,4889.05,4807.9,4819.4,0.10%
11-09-2009,4819.4,4856.15,4791.55,4829.55,0.21%
14-09-2009,4830.35,4832.25,4786.25,4808.6,-0.45%
15-09-2009,4808.35,4899.45,4808.35,4892.1,1.71%
16-09-2009,4894.65,4966.3,4894.65,4958.4,1.29%
17-09-2009,4958.55,5003.05,4944.15,4965.55,0.14%
18-09-2009,4963.95,4980.85,4931.9,4976.05,0.24%
22-09-2009,4977.1,5036.3,4977.1,5020.2,0.86%
23-09-2009,5019.95,5030.75,4957.05,4969.95,-1.01%
24-09-2009,4977.15,5016.7,4904.05,4986.55,0.19%
25-09-2009,4985.1,4994.35,4931.25,4958.95,-0.53%
29-09-2009,4959.15,5020.25,4959.1,5006.85,0.95%
30-09-2009,5007.65,5087.6,5004.35,5083.95,1.50%
01-10-2009,5087.2,5110.5,5057.05,5083.4,-0.07%
05-10-2009,5076.05,5076.05,4991.95,5003.2,-1.46%
06-10-2009,5003.65,5034.7,4921.05,5027.4,0.47%
07-10-2009,5031.7,5077,4972.95,4985.75,-0.92%
08-10-2009,5011.25,5043.05,4971.75,5002.25,-0.18%
09-10-2009,4993,5032.6,4934.55,4945.2,-0.97%
12-10-2009,4945.45,5068.05,4945.45,5054.25,2.15%
14-10-2009,5054.35,5127.4,5054.35,5118.2,1.25%
15-10-2009,5118.55,5152.25,5077.1,5108.85,-0.19%
16-10-2009,5108.65,5149.65,5093.2,5142.15,0.65%
17-10-2009,5159.35,5176.8,5124.25,5141.8,-0.34%
20-10-2009,5145.6,5181.95,5102.65,5114.45,-0.61%
21-10-2009,5114.85,5117.45,5051.65,5063.6,-1.01%
22-10-2009,5063.35,5064.25,4968.45,4988.6,-1.50%
23-10-2009,4986.55,5054.95,4983.25,4997.05,0.21%
26-10-2009,4997.15,5033.75,4961.35,4970.9,-0.53%
27-10-2009,4970.55,4970.55,4829.5,4846.7,-2.56%
28-10-2009,4846.55,4867,4784.1,4826.15,-0.42%
29-10-2009,4826.1,4826.1,4738.4,4750.55,-1.59%
30-10-2009,4751.1,4853.65,4687.5,4711.7,-0.84%
03-11-2009,4712.25,4729.85,4538.5,4563.9,-3.25%
04-11-2009,4567.3,4717.8,4565,4710.8,3.05%
05-11-2009,4711.65,4776.35,4610.6,4765.55,1.13%
06-11-2009,4767.5,4836.2,4764.85,4796.15,0.60%
09-11-2009,4796.15,4905.25,4789.9,4898.4,2.09%
10-11-2009,4898.9,4947.7,4860.1,4881.7,-0.35%
11-11-2009,4882.3,5016.7,4870.05,5003.95,2.43%
12-11-2009,5004.4,5014.4,4924.75,4952.65,-1.04%
13-11-2009,4952.35,5017.9,4942.65,4998.95,0.93%
16-11-2009,4996.5,5073.2,4994,5058.05,1.22%
17-11-2009,5058.95,5074,5010.15,5062.25,0.07%
18-11-2009,5061.5,5079.3,5041.65,5054.7,-0.13%
19-11-2009,5043.95,5053.45,4963.7,4989,-1.10%
20-11-2009,4988.75,5063.3,4932.8,5052.45,1.26%
23-11-2009,5052.95,5113.1,5052.1,5103.55,0.99%
24-11-2009,5105,5112.85,5053.5,5090.55,-0.28%
25-11-2009,5091.55,5138,5078.35,5108.15,0.32%
26-11-2009,5116.45,5116.45,4986.05,5005.55,-2.22%
27-11-2009,5005.05,5005.05,4806.7,4941.75,-1.28%
30-11-2009,4942.25,5066.35,4942.25,5032.7,1.80%
01-12-2009,5039.7,5130.35,5038.85,5122,1.61%
02-12-2009,5122.75,5161.75,5111.75,5123.25,0.01%
03-12-2009,5124.55,5181,5106.6,5131.7,0.14%
04-12-2009,5131.7,5161.8,5081.85,5108.9,-0.45%
07-12-2009,5108.85,5131.3,5051.55,5066.7,-0.83%
08-12-2009,5068.55,5152.55,5058.9,5147.95,1.54%
09-12-2009,5147.65,5147.65,5090.6,5112,-0.70%
10-12-2009,5112.4,5146.45,5084.65,5134.65,0.43%
11-12-2009,5136.05,5182.55,5088.4,5117.3,-0.37%
14-12-2009,5117.45,5156.7,5090.15,5105.7,-0.23%
15-12-2009,5105.75,5129.45,5018.25,5033.05,-1.44%
16-12-2009,5032.95,5067.25,5001.8,5042.05,0.18%
17-12-2009,5046.65,5064.2,5013.15,5041.75,-0.10%
18-12-2009,5042,5043.4,4979.05,4987.7,-1.09%
21-12-2009,4983.65,4997.85,4943.95,4952.6,-0.63%
22-12-2009,4953.35,4997.3,4953.35,4985.85,0.65%
23-12-2009,4990.05,5150.6,4990.05,5144.6,3.00%
24-12-2009,5144.8,5197.9,5129.05,5178.4,0.65%
29-12-2009,5180.75,5214.6,5175.85,5187.95,0.14%
30-12-2009,5188.75,5197.05,5160.1,5169.45,-0.37%
31-12-2009,5171.2,5221.85,5168.75,5201.05,0.57%
04-01-2010,5200.9,5238.45,5167.1,5232.2,0.60%
05-01-2010,5277.15,5288.35,5242.4,5277.9,0.01%
06-01-2010,5278.15,5310.85,5260.05,5281.8,0.07%
07-01-2010,5281.8,5302.55,5244.75,5263.1,-0.36%
08-01-2010,5264.25,5276.75,5234.7,5244.75,-0.37%
11-01-2010,5263.8,5287.2,5227.8,5249.4,-0.27%
12-01-2010,5251.1,5300.5,5200.95,5210.4,-0.78%
13-01-2010,5212.6,5239.2,5169.55,5233.95,0.41%
14-01-2010,5234.5,5272.85,5232.5,5259.9,0.48%
15-01-2010,5259.9,5279.85,5242.45,5252.2,-0.15%
18-01-2010,5253.65,5292.5,5228.95,5274.85,0.40%
19-01-2010,5274.2,5287.8,5218.65,5225.65,-0.93%
20-01-2010,5226.1,5256.7,5201.4,5221.7,-0.08%
21-01-2010,5220.2,5220.35,5085.45,5094.15,-2.47%
22-01-2010,5094.15,5094.15,4954.85,5036,-1.15%
25-01-2010,5034.55,5035.7,4983.05,5007.9,-0.53%
27-01-2010,5008.5,5008.5,4833.05,4853.1,-3.20%
28-01-2010,4863,4929.9,4824.95,4867.25,0.09%
29-01-2010,4866.15,4893.7,4766,4882.05,0.33%
01-02-2010,4882.05,4918.8,4827.15,4899.7,0.36%
02-02-2010,4907.85,4951.15,4814.1,4830.1,-1.61%
03-02-2010,4831,4949.15,4831,4931.85,2.04%
04-02-2010,4931.3,4931.3,4832.35,4845.35,-1.77%
05-02-2010,4819.65,4827,4692.35,4718.65,-2.14%
06-02-2010,4712.75,4768.15,4712.75,4757.25,0.94%
08-02-2010,4755.35,4799.05,4675.4,4760.4,0.11%
09-02-2010,4760.55,4810.4,4739.35,4792.65,0.67%
10-02-2010,4793,4826.85,4748.1,4757.2,-0.75%
11-02-2010,4757.25,4843.8,4757.25,4826.85,1.44%
15-02-2010,4827.9,4845.6,4783.9,4801.95,-0.54%
16-02-2010,4801.8,4880,4791.35,4855.75,1.11%
17-02-2010,4858.65,4929.7,4857.6,4914,1.13%
18-02-2010,4915.1,4922.05,4873.7,4887.75,-0.56%
19-02-2010,4887.3,4887.3,4805.55,4844.9,-0.88%
22-02-2010,4849.35,4912.05,4845.9,4856.4,0.15%
23-02-2010,4856.6,4884.1,4833.15,4870.05,0.28%
24-02-2010,4869.55,4880.55,4834.65,4858.6,-0.23%
25-02-2010,4859,4880.15,4835.6,4859.75,0.02%
26-02-2010,4858.5,4992,4858.45,4922.3,1.30%
02-03-2010,4935.6,5029.45,4935.35,5017,1.62%
03-03-2010,5015.8,5093.25,5015.1,5088.1,1.42%
04-03-2010,5096.95,5096.95,5049,5080.25,-0.33%
05-03-2010,5080.55,5118.65,5068.05,5088.7,0.16%
08-03-2010,5092.15,5147.1,5092.15,5124,0.62%
09-03-2010,5121.05,5131.8,5094.35,5101.5,-0.38%
10-03-2010,5101.6,5137.4,5092.05,5116.25,0.29%
11-03-2010,5116.35,5152.6,5102.1,5133.4,0.33%
12-03-2010,5131.8,5158.1,5122.1,5137,0.10%
15-03-2010,5134.45,5151.05,5101.2,5128.9,-0.11%
16-03-2010,5128.95,5209.25,5125.7,5198.1,1.33%
17-03-2010,5198.45,5260.5,5177.15,5231.9,0.64%
18-03-2010,5232.55,5255.65,5214.4,5245.9,0.25%
19-03-2010,5246.8,5269.95,5237.1,5262.8,0.30%
22-03-2010,5260.95,5260.95,5187.05,5205.2,-1.07%
23-03-2010,5205.85,5243.6,5193.4,5225.3,0.37%
25-03-2010,5225.3,5267.3,5202.95,5260.4,0.67%
26-03-2010,5260.55,5293.75,5260.55,5282,0.41%
29-03-2010,5283.9,5329.55,5242.15,5302.85,0.36%
30-03-2010,5302.95,5325,5251.35,5262.45,-0.77%
31-03-2010,5260.4,5293.9,5235.15,5249.1,-0.22%
01-04-2010,5249.2,5298.6,5249.2,5290.5,0.78%
05-04-2010,5291.4,5377.55,5291.4,5368.4,1.43%
06-04-2010,5369.65,5388.65,5351.7,5366,-0.07%
07-04-2010,5365.7,5399.65,5345.05,5374.65,0.17%
08-04-2010,5376.3,5383.65,5290.25,5304.45,-1.35%
09-04-2010,5302.4,5377.45,5302.25,5361.75,1.11%
12-04-2010,5354.15,5382.15,5324.9,5339.7,-0.27%
13-04-2010,5340.85,5356.5,5301.7,5322.95,-0.34%
15-04-2010,5323.3,5373.15,5265.3,5273.6,-0.94%
16-04-2010,5273.4,5283.05,5237.55,5262.6,-0.21%
19-04-2010,5279.05,5279.05,5160.9,5203.65,-1.45%
20-04-2010,5208.3,5257.25,5208.3,5230.1,0.42%
21-04-2010,5230.3,5266.3,5230.3,5244.9,0.28%
22-04-2010,5248.6,5331.8,5221.1,5269.35,0.39%
23-04-2010,5269.65,5311.05,5269.65,5304.1,0.65%
26-04-2010,5299.35,5342.35,5299.35,5322.45,0.43%
27-04-2010,5322.1,5330.55,5301.4,5308.35,-0.26%
28-04-2010,5308.2,5308.25,5202.45,5215.45,-1.78%
29-04-2010,5215.25,5264.75,5214.8,5254.15,0.74%
30-04-2010,5254.2,5294.8,5254.2,5278,0.45%
03-05-2010,5278.4,5278.7,5210.05,5222.75,-1.07%
04-05-2010,5223.9,5250.15,5134.85,5148.5,-1.46%
05-05-2010,5148.35,5148.35,5056.5,5124.9,-0.46%
06-05-2010,5124.4,5124.9,5037.75,5090.85,-0.66%
07-05-2010,5072.3,5085.65,4984.6,5018.05,-1.08%
10-05-2010,5026.6,5203.3,5026.6,5193.6,3.22%
11-05-2010,5189.75,5206.7,5126.5,5136.15,-1.04%
12-05-2010,5133.75,5172.85,5098.8,5156.65,0.44%
13-05-2010,5157.55,5212.7,5147.95,5178.9,0.41%
14-05-2010,5180.55,5192.75,5070.95,5093.5,-1.71%
17-05-2010,5093.9,5094.55,4966.25,5059.9,-0.67%
18-05-2010,5059.55,5105.2,5024.25,5066.2,0.13%
19-05-2010,5065.1,5065.1,4908.15,4919.65,-2.96%
20-05-2010,4924.3,4980.25,4924.3,4947.6,0.47%
21-05-2010,4946.7,4946.7,4842.3,4931.15,-0.32%
24-05-2010,4944.3,5029.55,4923.45,4943.95,-0.01%
25-05-2010,4945.3,4946.6,4786.45,4806.75,-2.88%
26-05-2010,4807.3,4925.45,4807.3,4917.4,2.24%
27-05-2010,4915.15,5016.6,4897.6,5003.1,1.76%
28-05-2010,5005.6,5077.25,5005.6,5066.55,1.20%
31-05-2010,5076.1,5097.6,5038.55,5086.3,0.20%
01-06-2010,5086.25,5086.95,4961.05,4970.2,-2.33%
02-06-2010,4970.75,5031.2,4967.05,5019.85,0.98%
03-06-2010,5020.15,5125.7,5020.15,5110.5,1.77%
04-06-2010,5112.6,5147.9,5091.6,5135.5,0.45%
07-06-2010,5132.95,5132.95,5004.25,5034,-1.97%
08-06-2010,5036.7,5071.35,4967.3,4987.1,-0.99%
09-06-2010,4985.05,5050.6,4980.1,5000.3,0.30%
10-06-2010,4999.6,5085.2,4997.6,5078.6,1.56%
11-06-2010,5078.75,5139.05,5078.75,5119.35,0.79%
14-06-2010,5120.15,5201.25,5120.15,5197.7,1.49%
15-06-2010,5201.3,5231.45,5171.05,5222.35,0.40%
16-06-2010,5225.05,5255.65,5214.9,5233.35,0.16%
17-06-2010,5233.65,5285.55,5206.55,5274.85,0.78%
18-06-2010,5274.95,5302.3,5245.5,5262.6,-0.23%
21-06-2010,5266.5,5366.75,5266.5,5353.3,1.62%
22-06-2010,5353.95,5354.35,5311.05,5316.55,-0.70%
23-06-2010,5316.15,5333.3,5288.15,5323.15,0.13%
24-06-2010,5323.25,5348.3,5284.55,5320.6,-0.05%
25-06-2010,5320.5,5320.5,5259.9,5269.05,-0.98%
28-06-2010,5271.1,5339.45,5270.75,5333.5,1.17%
29-06-2010,5333.55,5334.15,5235.8,5256.15,-1.47%
30-06-2010,5254.25,5320.35,5210,5312.5,1.10%
01-07-2010,5312.05,5312.55,5232.1,5251.4,-1.15%
02-07-2010,5251.25,5277.25,5225.6,5237.1,-0.27%
05-07-2010,5237,5252.75,5225.85,5235.9,-0.02%
06-07-2010,5236.1,5297.45,5231.5,5289.05,1.00%
07-07-2010,5293.1,5296.75,5233.45,5241.1,-0.99%
08-07-2010,5242,5320.5,5242,5296.85,1.04%
09-07-2010,5297.2,5359.05,5297.2,5352.45,1.03%
12-07-2010,5352.25,5402.7,5351.6,5383,0.57%
13-07-2010,5370.2,5406.2,5357.85,5400.65,0.56%
14-07-2010,5402,5453.45,5371.7,5386.15,-0.29%
15-07-2010,5387.1,5399.2,5360.6,5378.75,-0.16%
16-07-2010,5376.65,5401.35,5374.4,5393.9,0.32%
19-07-2010,5392.7,5409.1,5361.5,5386.45,-0.12%
20-07-2010,5387,5416.45,5353.6,5368,-0.35%
21-07-2010,5368.85,5409.1,5368.85,5399.35,0.56%
22-07-2010,5399.15,5447.15,5372.2,5441.95,0.79%
23-07-2010,5441.9,5477.5,5435.15,5449.1,0.13%
26-07-2010,5446.55,5466.25,5409.2,5418.6,-0.52%
27-07-2010,5420.2,5450.95,5407.2,5430.6,0.19%
28-07-2010,5436.1,5447.85,5386.25,5397.55,-0.71%
29-07-2010,5397.85,5415.85,5381.55,5408.9,0.20%
30-07-2010,5408.4,5413.25,5349.2,5367.6,-0.76%
02-08-2010,5369.55,5438.85,5351.3,5431.65,1.14%
03-08-2010,5432.5,5459.2,5426.4,5439.55,0.13%
04-08-2010,5441.35,5481.9,5428.4,5467.85,0.48%
05-08-2010,5470.15,5487.15,5443.1,5447.1,-0.42%
06-08-2010,5448.25,5471.9,5431.35,5439.25,-0.17%
09-08-2010,5439.8,5492.3,5433.25,5486.15,0.84%
10-08-2010,5486.8,5491.45,5445.35,5460.7,-0.48%
11-08-2010,5460.7,5474.6,5412,5420.6,-0.74%
12-08-2010,5418.7,5431.1,5372.45,5416.45,-0.04%
13-08-2010,5420.65,5476.5,5415.5,5452.1,0.58%
16-08-2010,5452.1,5465.25,5397.4,5418.3,-0.62%
17-08-2010,5422.15,5443.55,5408.8,5414.15,-0.15%
18-08-2010,5416.25,5487.95,5416.25,5479.15,1.15%
19-08-2010,5478.25,5544.7,5478.1,5540.2,1.12%
20-08-2010,5540.8,5546.6,5513.35,5530.65,-0.18%
23-08-2010,5531.15,5549.8,5519.4,5543.5,0.22%
24-08-2010,5541.1,5547.25,5488.45,5505.1,-0.65%
25-08-2010,5505.3,5506.15,5452.55,5462.35,-0.79%
26-08-2010,5462.1,5486.55,5454.7,5477.9,0.29%
27-08-2010,5489.6,5495.2,5391.95,5408.7,-1.50%
30-08-2010,5408.9,5469,5390.35,5415.45,0.12%
31-08-2010,5413.55,5413.9,5348.9,5402.4,-0.21%
01-09-2010,5403.05,5478.6,5403.05,5471.85,1.26%
02-09-2010,5471.9,5513.95,5471.85,5486.15,0.26%
03-09-2010,5486.3,5510.4,5473.65,5479.4,-0.13%
06-09-2010,5479.55,5589.4,5479.55,5576.95,1.75%
07-09-2010,5575.9,5625.5,5571.65,5604,0.50%
08-09-2010,5604.25,5625.3,5567.75,5607.85,0.06%
09-09-2010,5608.3,5647.45,5608.1,5640.05,0.56%
13-09-2010,5639.2,5770.6,5639.2,5760,2.10%
14-09-2010,5760.3,5838.45,5760.3,5795.55,0.61%
15-09-2010,5795.25,5869.45,5792.2,5860.95,1.12%
16-09-2010,5861.1,5901.65,5815.8,5828.7,-0.56%
17-09-2010,5828.7,5898.4,5828.7,5884.95,0.96%
20-09-2010,5885.05,5989.5,5885.05,5980.45,1.60%
21-09-2010,5980.5,6032.8,5961.85,6009.05,0.48%
22-09-2010,6008.4,6037.4,5946.45,5991,-0.29%
23-09-2010,5991.05,6006.8,5932.4,5959.55,-0.53%
24-09-2010,5959.45,6029.1,5951.2,6018.3,0.98%
27-09-2010,6018.3,6073.5,6018.3,6035.65,0.29%
28-09-2010,6036.05,6049.8,5991.3,6029.5,-0.11%
29-09-2010,6029.15,6071.55,5979.65,5991.3,-0.63%
30-09-2010,5991.35,6048.45,5963.6,6029.95,0.64%
01-10-2010,6030.3,6153.1,6030.3,6143.4,1.84%
04-10-2010,6144.7,6222.1,6144.7,6159.45,0.24%
05-10-2010,6159.45,6188.35,6118.05,6145.8,-0.22%
06-10-2010,6150.95,6223.4,6148.6,6186.45,0.57%
07-10-2010,6186.85,6199.45,6107.5,6120.3,-1.09%
08-10-2010,6121.4,6148.6,6067,6103.45,-0.29%
11-10-2010,6105.95,6187.75,6105.95,6135.85,0.49%
12-10-2010,6135.95,6144.95,6057.95,6090.9,-0.74%
13-10-2010,6091.45,6240.25,6089.75,6233.9,2.29%
14-10-2010,6234.3,6284.1,6157.9,6177.35,-0.92%
15-10-2010,6175.9,6200.6,6050.35,6062.65,-1.87%
18-10-2010,6112.75,6115.1,5985.1,6075.95,-0.61%
19-10-2010,6114.45,6127.05,6008.15,6027.3,-1.45%
20-10-2010,6002.95,6038.1,5966.75,5982.1,-0.35%
21-10-2010,6008.9,6113.5,5984.9,6101.5,1.52%
22-10-2010,6113.4,6121.1,6041.35,6066.05,-0.78%
25-10-2010,6101.25,6151.3,6094.6,6105.8,0.07%
26-10-2010,6116.3,6120.25,6074.65,6082,-0.56%
27-10-2010,6075.45,6075.95,5987.55,6012.65,-1.04%
28-10-2010,6039.95,6071.1,5968.1,5987.7,-0.87%
29-10-2010,6021.15,6032.65,5937.1,6017.7,-0.06%
01-11-2010,6092.3,6132.4,6084.75,6117.55,0.41%
02-11-2010,6127.55,6138.1,6094.4,6119,-0.14%
03-11-2010,6150.6,6182.5,6146.8,6160.5,0.16%
04-11-2010,6209.6,6290.15,6199.35,6281.8,1.15%
05-11-2010,6321.85,6338.5,6303.1,6312.45,-0.15%
08-11-2010,6335.25,6335.9,6265.35,6273.2,-0.99%
09-11-2010,6281,6310.9,6243.55,6301.55,0.33%
10-11-2010,6303.2,6307.65,6269.25,6275.7,-0.44%
11-11-2010,6286.35,6296.55,6179.5,6194.25,-1.49%
12-11-2010,6182.3,6202.5,6056.75,6071.65,-1.82%
15-11-2010,6079.9,6128.75,6039.4,6121.6,0.68%
16-11-2010,6143.45,6144.05,5970.6,5988.7,-2.58%
18-11-2010,6075.95,6076.2,5906.75,5998.8,-1.29%
19-11-2010,6011.3,6013.25,5863.95,5890.3,-2.05%
22-11-2010,5920.9,6020.25,5905.15,6010,1.48%
23-11-2010,5971.55,5973.35,5824.95,5934.75,-0.62%
24-11-2010,5946.8,5976.65,5833.6,5865.75,-1.38%
25-11-2010,5883.95,5907.1,5780.35,5799.75,-1.45%
26-11-2010,5828.55,5838.5,5690.35,5751.95,-1.33%
29-11-2010,5789.95,5843.15,5754.7,5830,0.69%
30-11-2010,5811.6,5892.25,5768.35,5862.7,0.87%
01-12-2010,5871,5971,5865.55,5960.9,1.51%
02-12-2010,6023.05,6029.5,5980.6,6011.7,-0.19%
03-12-2010,6013.35,6025.4,5964.25,5992.8,-0.34%
06-12-2010,6033.65,6069.45,5981.7,5992.25,-0.69%
07-12-2010,5995.05,6001,5939.7,5976.55,-0.31%
08-12-2010,5954.4,5960,5878.6,5903.7,-0.86%
09-12-2010,5924.25,5927.3,5742.3,5766.5,-2.74%
10-12-2010,5761,5865.5,5721.15,5857.35,1.64%
13-12-2010,5882.65,5913.8,5795.9,5907.65,0.42%
14-12-2010,5928.7,5953.95,5888.75,5944.1,0.26%
15-12-2010,5931.15,5942.75,5865.8,5892.3,-0.66%
16-12-2010,5910.55,5956.15,5855.05,5948.75,0.64%
20-12-2010,5926.85,5985,5900.25,5947.05,0.34%
21-12-2010,5960.4,6007.45,5960.05,6000.65,0.67%
22-12-2010,6019,6023.8,5958,5984.4,-0.58%
23-12-2010,6005.9,6006.45,5964.6,5980,-0.43%
24-12-2010,5940.25,6017.35,5940.25,6011.6,1.19%
27-12-2010,6013.3,6045.75,5991.1,5998.1,-0.25%
28-12-2010,6005.35,6010.9,5982.25,5996,-0.16%
29-12-2010,6005.15,6067.55,6002.85,6060.35,0.91%
30-12-2010,6062.35,6106.4,6062.35,6101.85,0.65%
31-12-2010,6105.1,6147.3,6103.55,6134.5,0.48%
03-01-2011,6177.45,6178.55,6147.2,6157.6,-0.32%
04-01-2011,6172.75,6181.05,6124.4,6146.35,-0.43%
05-01-2011,6141.35,6141.35,6062.35,6079.8,-1.01%
06-01-2011,6107,6116.15,6022.3,6048.25,-0.97%
07-01-2011,6030.9,6051.2,5883.6,5904.6,-2.14%
10-01-2011,5901.3,5907.25,5740.95,5762.85,-2.40%
11-01-2011,5767.95,5842.6,5698.2,5754.1,-0.24%
12-01-2011,5800.05,5874.2,5711.3,5863.25,1.08%
13-01-2011,5850.75,5857.75,5736.7,5751.9,-1.72%
14-01-2011,5752.1,5833.65,5639.65,5654.55,-1.73%
17-01-2011,5648.8,5696.15,5624.15,5654.75,0.11%
18-01-2011,5682.55,5730.5,5671.25,5724.05,0.73%
19-01-2011,5737.35,5747.65,5662.55,5691.05,-0.81%
20-01-2011,5656,5729.45,5634.5,5711.6,0.97%
21-01-2011,5692.05,5717.55,5674.5,5696.5,0.08%
24-01-2011,5717.1,5756,5697.75,5743.25,0.46%
25-01-2011,5763.3,5801.55,5680.65,5687.4,-1.33%
27-01-2011,5725.3,5726.1,5594.95,5604.3,-2.16%
28-01-2011,5614,5614.4,5459.55,5512.15,-1.85%
31-01-2011,5452.55,5526.85,5416.65,5505.9,0.97%
01-02-2011,5537.3,5539.15,5402,5417.2,-2.22%
02-02-2011,5469.55,5490.6,5415.65,5432,-0.69%
03-02-2011,5430.45,5532.65,5418,5526.75,1.74%
04-02-2011,5519.9,5556.3,5369.05,5395.75,-2.30%
07-02-2011,5430.15,5440.35,5376.95,5396,-0.63%
08-02-2011,5432.35,5432.35,5303.4,5312.55,-2.26%
09-02-2011,5293.05,5339.45,5225.65,5253.55,-0.75%
10-02-2011,5246.05,5272.6,5196.8,5225.8,-0.39%
11-02-2011,5219.65,5319.45,5177.7,5310,1.70%
14-02-2011,5340.25,5463.8,5340.25,5456,2.12%
15-02-2011,5467.75,5506.5,5408.35,5481,0.24%
16-02-2011,5467.6,5504.8,5460.35,5481.7,0.26%
17-02-2011,5501.7,5553,5463.4,5546.45,0.81%
18-02-2011,5557.55,5599.25,5441.95,5458.95,-1.81%
