Date,Open,High,Low,Close,%Change
05-01-1996,887.79,887.79,881.74,884.73,-0.35%
08-01-1996,883.64,883.64,868.44,869.7,-1.60%
09-01-1996,864.84,870.71,856.77,869.12,0.49%
10-01-1996,863.86,869.01,863.8,863.8,-0.01%
11-01-1996,862.62,873.72,861.97,873.27,1.22%
12-01-1996,875.11,877.6,872.1,875.15,0.00%
15-01-1996,878.74,878.74,870.98,871.32,-0.85%
16-01-1996,871.29,871.29,866.64,868.52,-0.32%
17-01-1996,866,866,857.11,857.11,-1.04%
18-01-1996,853.28,853.28,841.79,848.83,-0.52%
19-01-1996,846.66,847.17,840.18,843.99,-0.32%
22-01-1996,844.83,847.12,844.04,844.31,-0.06%
23-01-1996,846.05,846.05,830.83,832.9,-1.58%
24-01-1996,831.17,831.17,816,818.69,-1.52%
25-01-1996,819.56,819.56,814.34,814.92,-0.57%
29-01-1996,813.12,832.23,813.12,830.88,2.14%
30-01-1996,836.14,848.13,836.14,846.57,1.23%
31-01-1996,843.19,852.75,843.19,848.42,0.62%
01-02-1996,848.28,869.54,848.28,869.54,2.44%
02-02-1996,878.5,919.82,878.5,918.31,4.34%
05-02-1996,933.14,949.16,927.65,943.08,1.05%
06-02-1996,943.75,947.89,919.99,925.71,-1.95%
07-02-1996,918.97,932.02,913.22,932.02,1.40%
08-02-1996,936.72,983.25,936.72,980.27,4.44%
09-02-1996,1001.85,1033.02,980.27,1033.02,3.02%
12-02-1996,1032.47,1045.81,1018.51,1018.51,-1.37%
13-02-1996,1019.69,1030.3,1006.28,1027.36,0.75%
14-02-1996,1040.91,1067.49,1040.91,1051.99,1.05%
15-02-1996,1048.14,1053.19,1042.36,1046.24,-0.18%
16-02-1996,1040.84,1040.84,1020.46,1023.08,-1.74%
19-02-1996,1027.2,1028.26,1019.93,1021.38,-0.57%
20-02-1996,1021.08,1021.08,999.93,1000.13,-2.09%
22-02-1996,1006.84,1025.44,1006.84,1024.91,1.76%
23-02-1996,1025.36,1029.64,1019.45,1028.84,0.34%
26-02-1996,1035.02,1045.15,1034.52,1034.73,-0.03%
27-02-1996,1034.28,1034.28,1024.65,1027.45,-0.66%
28-02-1996,1034.49,1037.53,1027.39,1027.39,-0.69%
29-02-1996,1024.14,1024.14,992.48,992.51,-3.19%
01-03-1996,994.66,1002.19,989.78,999.47,0.48%
04-03-1996,1000.58,1002.41,996.51,998.84,-0.17%
06-03-1996,999.67,1003.72,997.86,1002.91,0.32%
07-03-1996,1005.06,1010.5,998.45,998.45,-0.66%
08-03-1996,993.93,993.93,981.6,988.62,-0.54%
11-03-1996,981.16,981.16,966.28,975.26,-0.60%
12-03-1996,974.71,976.46,969.15,976.22,0.15%
13-03-1996,973.75,992.54,972.77,992.14,1.85%
14-03-1996,993.72,1002.68,990.41,991.14,-0.26%
15-03-1996,989.55,989.98,981.67,981.87,-0.78%
18-03-1996,977.71,977.71,961.37,962.09,-1.62%
19-03-1996,961.12,964.08,945.07,947.09,-1.48%
21-03-1996,957.88,967.75,957.88,965.57,0.80%
22-03-1996,962.34,962.34,950.07,956.11,-0.65%
25-03-1996,956.89,957.19,952.25,953.98,-0.31%
26-03-1996,952.87,958.58,949.28,957.14,0.45%
27-03-1996,965.84,975.6,965.84,974.17,0.86%
28-03-1996,976.91,997.32,976.91,997.32,2.05%
29-03-1996,998.16,998.16,985.3,985.3,-1.31%
01-04-1996,988.33,995.01,988.33,994.8,0.65%
02-04-1996,996.07,1005.68,996.07,1003.28,0.72%
03-04-1996,1013.41,1019.09,1012.79,1013.47,0.01%
04-04-1996,1012.29,1012.29,1000.9,1010.94,-0.13%
08-04-1996,1024.4,1034.72,1024.4,1032.13,0.75%
09-04-1996,1035.61,1041.05,1028.78,1029.07,-0.64%
10-04-1996,1030.57,1035.79,1027.07,1029.28,-0.13%
11-04-1996,1024.37,1026.52,1022.31,1025.18,0.08%
12-04-1996,1023.84,1033.17,1023.84,1032.19,0.81%
15-04-1996,1038.03,1050.48,1038.03,1046.45,0.80%
16-04-1996,1046.8,1060.85,1046.8,1058.71,1.12%
17-04-1996,1067.93,1096.28,1067.93,1096.28,2.59%
18-04-1996,1107.76,1124.93,1107.76,1121.68,1.24%
19-04-1996,1124.3,1142.26,1124.3,1131.74,0.66%
22-04-1996,1136.28,1136.28,1102.83,1106.93,-2.65%
23-04-1996,1090.04,1100.51,1090.04,1095.82,0.53%
24-04-1996,1136.97,1145.11,1126.77,1145.11,0.71%
25-04-1996,1157.94,1160.16,1110.61,1120.82,-3.31%
26-04-1996,1133.17,1133.17,1106.29,1123.63,-0.85%
29-04-1996,1112.7,1118.69,1107.51,1118.37,0.51%
30-04-1996,1118.1,1118.23,1112.44,1114.36,-0.34%
01-05-1996,1141.65,1141.65,1133.92,1137.86,-0.33%
02-05-1996,1131.96,1132.05,1123.15,1132.05,0.01%
03-05-1996,1126.08,1127.99,1119.34,1119.48,-0.59%
06-05-1996,1108,1108,1087.86,1088.22,-1.82%
07-05-1996,1086.66,1094.97,1086.66,1093.09,0.59%
08-05-1996,1082.78,1113.62,1075.94,1108.53,2.32%
09-05-1996,1101.41,1107.41,1089.87,1090.53,-1.00%
10-05-1996,1076.97,1080.91,1063.75,1078.63,0.15%
13-05-1996,1081.68,1090.16,1080.68,1088.1,0.59%
14-05-1996,1087.94,1107.44,1085.85,1105.47,1.59%
15-05-1996,1107,1117.41,1095.67,1115.97,0.80%
16-05-1996,1128.45,1141.64,1126.29,1128.59,0.01%
17-05-1996,1122.42,1122.42,1113.59,1115.54,-0.62%
20-05-1996,1094.6,1094.6,1083.56,1083.67,-1.01%
21-05-1996,1077.18,1082.52,1074.19,1074.86,-0.22%
22-05-1996,1082.25,1086.07,1079.61,1081.13,-0.10%
23-05-1996,1079.89,1079.89,1073.76,1076.71,-0.30%
24-05-1996,1079.77,1087.77,1077.87,1085.03,0.48%
27-05-1996,1080.55,1080.55,1065.29,1065.29,-1.43%
28-05-1996,1054.62,1065.61,1046.95,1063.36,0.82%
29-05-1996,1074.23,1100.59,1074.23,1096.76,2.05%
30-05-1996,1095.86,1095.86,1082.58,1082.84,-1.20%
31-05-1996,1086.46,1089.92,1083.73,1089.92,0.32%
03-06-1996,1098.18,1109.99,1098.18,1108.87,0.96%
04-06-1996,1114.55,1118.13,1104.32,1105.64,-0.81%
05-06-1996,1108.78,1115.06,1104.45,1113.14,0.39%
06-06-1996,1129.17,1132.62,1127.52,1129.82,0.06%
07-06-1996,1126.39,1134.86,1126.39,1133.44,0.62%
10-06-1996,1136.86,1144.15,1136.86,1141.35,0.39%
11-06-1996,1137.74,1145.68,1136.77,1143.06,0.47%
12-06-1996,1164.83,1171.01,1163.58,1163.87,-0.08%
13-06-1996,1166.37,1172.34,1164.66,1168.4,0.17%
14-06-1996,1169.26,1198.35,1169.26,1196.06,2.24%
17-06-1996,1202.58,1203.11,1184.36,1185.37,-1.45%
18-06-1996,1176.48,1184.18,1173.66,1181.95,0.46%
19-06-1996,1180.78,1190.03,1163.46,1168.03,-1.09%
20-06-1996,1163.68,1170.54,1150.4,1169.48,0.50%
21-06-1996,1168.72,1170.01,1155.56,1157.42,-0.98%
24-06-1996,1157.92,1159.92,1138.88,1146.78,-0.97%
25-06-1996,1147.28,1154.22,1123.79,1127.78,-1.73%
26-06-1996,1127.43,1134.43,1116.96,1119.85,-0.68%
27-06-1996,1119,1130,1107,1127,0.71%
28-06-1996,1128,1136,1119,1122,-0.53%
01-07-1996,1121,1121,1105,1109,-1.08%
02-07-1996,1109,1111,1098,1100,-0.82%
03-07-1996,1100,1100,1076,1080,-1.85%
04-07-1996,1080,1099,1056,1088,0.74%
05-07-1996,1089,1104,1088,1093,0.37%
08-07-1996,1095.08,1106.36,1095.08,1103.47,0.76%
09-07-1996,1104.01,1104.13,1082.41,1088.76,-1.40%
10-07-1996,1083.49,1093.27,1072.48,1086.62,0.29%
11-07-1996,1089.45,1103.19,1089.45,1097.44,0.73%
12-07-1996,1096.85,1099.2,1086.07,1089.35,-0.69%
15-07-1996,1089,1098.35,1081.22,1093.38,0.40%
16-07-1996,1100.14,1105.94,1076.92,1083.47,-1.54%
18-07-1996,1109.17,1126.14,1109.17,1118.68,0.85%
19-07-1996,1118.92,1126.71,1112.35,1119.27,0.03%
22-07-1996,1119.39,1126.29,1115.13,1125.67,0.56%
23-07-1996,1125.15,1127.08,1086.28,1092.14,-3.02%
24-07-1996,1090.74,1090.74,1049.88,1069.43,-1.99%
25-07-1996,1069.27,1075.79,1060.6,1062.68,-0.62%
26-07-1996,1062.04,1066.12,1046.46,1051.24,-1.03%
29-07-1996,1054.51,1057.84,1030.87,1033.97,-1.99%
30-07-1996,1031.01,1031.01,999.03,1014.91,-1.59%
31-07-1996,1017.06,1047.04,1004.76,1042.81,2.47%
01-08-1996,1047.47,1054.08,1035.3,1036.63,-1.05%
02-08-1996,1036.34,1036.48,1024.8,1032.94,-0.33%
05-08-1996,1035.73,1038.2,1030.34,1032.29,-0.33%
06-08-1996,1031.8,1038.04,1023.73,1035.51,0.36%
07-08-1996,1036.59,1050.54,1033.52,1048.59,1.14%
08-08-1996,1050.43,1054.29,1037.94,1039.24,-1.08%
09-08-1996,1038.76,1042.25,1033.46,1037.91,-0.08%
12-08-1996,1038.11,1039.93,1030.4,1032.17,-0.58%
13-08-1996,1031.05,1031.05,1021.67,1024.43,-0.65%
14-08-1996,1021.18,1027.95,1017.43,1018.48,-0.27%
16-08-1996,1018.28,1019.64,1001.35,1002.25,-1.60%
19-08-1996,1001.19,1001.19,972.96,975.66,-2.62%
20-08-1996,973.13,980.78,968.76,977.34,0.43%
21-08-1996,980.23,1001.84,980.23,999.19,1.90%
22-08-1996,1001.45,1010.4,999.85,1002.17,0.07%
23-08-1996,1001.38,1014.78,1000.49,1012.71,1.12%
26-08-1996,1011.12,1016.63,1007.25,1009.04,-0.21%
27-08-1996,1009.9,1016.59,1006.02,1014.68,0.47%
28-08-1996,1015.01,1029.49,1015.01,1027.09,1.18%
29-08-1996,1028.7,1035.59,1024.67,1025.86,-0.28%
30-08-1996,1025.91,1029.89,1023.44,1029,0.30%
02-09-1996,1028.91,1039.98,1028.91,1036.95,0.78%
03-09-1996,1039.84,1046.51,1017.46,1023.27,-1.62%
04-09-1996,1022.37,1028.26,1012.15,1026.41,0.39%
05-09-1996,1028.06,1038.31,1028.06,1037.47,0.91%
06-09-1996,1038.04,1038.79,1029.96,1032.09,-0.58%
09-09-1996,1030.42,1031.22,1012.34,1013.88,-1.63%
10-09-1996,1014.87,1014.87,996.75,1001.15,-1.37%
11-09-1996,1001.86,1008.79,989.71,991.34,-1.06%
12-09-1996,990.88,992.68,981.01,989.28,-0.16%
13-09-1996,991.65,991.86,979.8,980.72,-1.11%
16-09-1996,980.69,980.69,959.65,962.27,-1.91%
17-09-1996,965.02,975.19,962.93,971.21,0.64%
18-09-1996,972.73,996.97,969.67,994.43,2.18%
19-09-1996,996.41,1001.25,975.85,977.76,-1.91%
20-09-1996,979.14,984.45,973.09,977.03,-0.22%
23-09-1996,976.08,976.08,963.19,968.84,-0.75%
24-09-1996,968.78,972.74,965.69,968.91,0.01%
25-09-1996,967.98,981.75,967.98,971.29,0.34%
26-09-1996,970.76,970.89,955.6,959.31,-1.19%
27-09-1996,958.79,958.83,942.05,947.23,-1.22%
30-09-1996,945.68,948.41,932.27,943.96,-0.18%
01-10-1996,944.51,945.66,933.56,936.27,-0.88%
03-10-1996,937.16,943.38,921.18,924.92,-1.32%
04-10-1996,924.93,925.93,898.47,904.12,-2.30%
07-10-1996,905.76,905.76,859.65,874,-3.63%
08-10-1996,872.57,876.78,850.52,873.9,0.15%
09-10-1996,873.18,875.85,859.35,874.72,0.18%
10-10-1996,874.2,900.53,872.83,898.42,2.70%
11-10-1996,900.11,915.59,897.6,908.79,0.96%
14-10-1996,907.26,907.26,890.71,892.05,-1.71%
15-10-1996,892.07,902.74,885.23,897.77,0.63%
16-10-1996,896.63,905.11,891.16,892.77,-0.43%
17-10-1996,891.42,893.33,880.76,892.07,0.07%
18-10-1996,892.61,899.51,888.61,895,0.27%
22-10-1996,896.87,924.83,896.87,919.09,2.42%
23-10-1996,924.2,953.44,924.2,951.29,2.85%
24-10-1996,953.48,956.45,928.45,932.77,-2.22%
25-10-1996,929.42,939.73,929.42,936.95,0.80%
28-10-1996,936.84,948.37,934.64,935.89,-0.10%
29-10-1996,936.78,936.78,922.89,926.39,-1.12%
30-10-1996,,,,929.03,100.00%
31-10-1996,927.31,927.31,897.23,909.29,-1.98%
01-11-1996,910.32,915.39,904.95,906.68,-0.40%
04-11-1996,906.56,906.56,886.68,890.13,-1.85%
05-11-1996,890.19,894.4,878.29,881.57,-0.98%
06-11-1996,879.81,880.15,851.77,866.57,-1.53%
07-11-1996,867.24,876.25,866.76,874.89,0.87%
08-11-1996,876.11,885.68,876.11,884.64,0.96%
10-11-1996,885.21,886.84,878.57,880.36,-0.55%
11-11-1996,879.28,895.64,876.83,891.27,1.35%
13-11-1996,895.98,898.54,889.47,896.84,0.10%
14-11-1996,895.67,897.92,885.21,889.39,-0.71%
15-11-1996,888.58,894.62,885.62,894.31,0.64%
18-11-1996,893.95,904.89,893.95,904.05,1.12%
19-11-1996,904.5,905.61,895.86,897.58,-0.77%
20-11-1996,897.99,897.99,875.36,876.61,-2.44%
21-11-1996,876.36,878.26,866.97,869.82,-0.75%
22-11-1996,867.82,868.18,848.13,850.33,-2.06%
25-11-1996,850.24,859.24,826.99,852.26,0.24%
26-11-1996,856.31,870.84,847.6,855.48,-0.10%
27-11-1996,848.17,848.21,822.17,829.08,-2.30%
28-11-1996,829.28,835.15,823.26,825.47,-0.46%
29-11-1996,825.59,833.81,825.59,830.32,0.57%
02-12-1996,830.48,834.92,818.61,820.25,-1.25%
03-12-1996,819.77,819.77,804.46,809.43,-1.28%
04-12-1996,805.4,805.82,775.43,788.15,-2.19%
05-12-1996,786.37,808.21,781.54,802.23,1.98%
06-12-1996,805.51,815.03,805.47,808.19,0.33%
09-12-1996,809.03,816.2,804.97,808.69,-0.04%
10-12-1996,807.73,808.53,797.66,803.2,-0.56%
11-12-1996,806.46,839.13,803.68,837.07,3.66%
12-12-1996,838.86,847.36,825.52,827.25,-1.40%
13-12-1996,826.54,826.54,814.89,824.62,-0.23%
16-12-1996,823.71,848.88,823.71,847.27,2.78%
17-12-1996,846.06,853.36,841,850.74,0.55%
18-12-1996,850.69,871.84,850.69,860.4,1.13%
19-12-1996,858.03,864.54,853.47,860.58,0.30%
20-12-1996,864.25,887.92,864.25,884.38,2.28%
23-12-1996,884.4,890.65,878.1,882,-0.27%
24-12-1996,881.85,887.5,874.05,884.05,0.25%
26-12-1996,887.95,913.35,887.95,911.8,2.62%
31-12-1996,918.15,922.1,895.6,899.1,-2.12%
01-01-1997,905.2,941.4,905.2,939.55,3.66%
02-01-1997,941.95,944,925.05,927.05,-1.61%
03-01-1997,924.3,932.6,919.55,931.65,0.79%
06-01-1997,932.45,937.95,925.65,927.8,-0.50%
07-01-1997,926.35,935.15,922.25,928.8,0.26%
08-01-1997,937.35,953.1,937.35,946.7,0.99%
09-01-1997,945.15,959.75,943.6,956.6,1.20%
10-01-1997,962.7,984.1,962.7,980.35,1.80%
13-01-1997,978.55,982.25,965.5,980.7,0.22%
14-01-1997,984,994.4,977.7,989.3,0.54%
15-01-1997,997.5,1042.75,997.05,1041.8,4.25%
16-01-1997,1064.05,1085.75,995.35,1009.4,-5.41%
17-01-1997,994.1,1009.7,976.35,1001.75,0.76%
20-01-1997,1004.1,1005.55,973.95,977,-2.77%
21-01-1997,972.1,980.2,956.45,960.5,-1.21%
22-01-1997,971.4,992.9,971.4,987.1,1.59%
24-01-1997,991.05,991.4,979.55,985.9,-0.52%
27-01-1997,993.15,1017.3,990.3,1009.15,1.59%
28-01-1997,1016,1025.1,1007.95,1021.8,0.57%
29-01-1997,1038.1,1043.9,1007.1,1017.2,-2.05%
30-01-1997,1010.6,1012.85,993.5,1000,-1.06%
31-01-1997,988.7,988.7,965.85,972.65,-1.65%
03-02-1997,967.9,967.9,944.2,948.2,-2.08%
04-02-1997,947,963.2,944.45,958.3,1.18%
05-02-1997,970.75,984.8,959.5,962.5,-0.86%
06-02-1997,960.75,972.4,953.95,967.75,0.72%
07-02-1997,969.5,980.95,966.5,978.8,0.95%
10-02-1997,981,986.75,975.15,981.45,0.05%
11-02-1997,980.95,996.05,978.85,992.75,1.19%
12-02-1997,991.65,1008.8,990.9,1001,0.93%
13-02-1997,998.45,1005.1,995.35,1002.15,0.37%
14-02-1997,1001.3,1011.85,1001.1,1009.45,0.81%
17-02-1997,1017.75,1024.3,1015.1,1020.1,0.23%
18-02-1997,1020.75,1020.85,998.9,1000.75,-2.00%
19-02-1997,1004.05,1013.05,993.85,1011.85,0.77%
20-02-1997,1009.55,1009.6,1000.55,1003.1,-0.64%
21-02-1997,1000.75,1002,989.5,991.55,-0.93%
24-02-1997,988.7,988.9,961.95,964.75,-2.48%
25-02-1997,962.6,975.25,954.5,966.1,0.36%
26-02-1997,963.95,970.5,956.75,968.85,0.51%
27-02-1997,972.35,994.5,972.05,992.75,2.05%
28-02-1997,998.25,1006.6,996,998.65,0.04%
01-03-1997,1070.8,1106.6,1070.8,1102.95,2.91%
03-03-1997,1102.45,1140.65,1095.9,1107.7,0.47%
04-03-1997,1111.75,1121.4,1098.2,1117.3,0.50%
05-03-1997,1144.25,1167.95,1122.25,1132.9,-1.00%
06-03-1997,1127,1135.75,1119.3,1127.25,0.02%
10-03-1997,1118.8,1118.8,1075.05,1078.7,-3.72%
11-03-1997,1073.8,1083.35,1046.3,1052,-2.07%
12-03-1997,1066.55,1088.65,1065.25,1074.2,0.71%
13-03-1997,1076.85,1078.6,1062.7,1066.5,-0.97%
14-03-1997,1062.2,1076.65,1057.55,1070.1,0.74%
17-03-1997,1071.95,1076.25,1065.45,1072.6,0.06%
18-03-1997,1072.3,1074.5,1061.05,1064.35,-0.75%
19-03-1997,1074.25,1079.6,1050,1052.05,-2.11%
20-03-1997,1049,1059.5,1040.95,1054.8,0.55%
21-03-1997,1058.7,1069.5,1058.55,1061.4,0.25%
25-03-1997,1064.5,1067.25,1054.5,1058.35,-0.58%
26-03-1997,1062.5,1067.2,1057.5,1059.2,-0.31%
27-03-1997,1057.45,1059,1047.7,1057.8,0.03%
31-03-1997,1012.15,1012.15,966.8,968.3,-4.53%
01-04-1997,931.95,973.85,931.5,970.15,3.94%
02-04-1997,982.1,1004.65,982.1,1002.2,2.01%
03-04-1997,1004.3,1012.75,1000.55,1010.65,0.63%
04-04-1997,1001.9,1002,996.6,1001,-0.09%
07-04-1997,997.5,998,988,990.9,-0.67%
09-04-1997,1009.95,1031.15,1009.95,1030.3,1.98%
10-04-1997,1024.45,1024.7,1000.3,1008.35,-1.60%
11-04-1997,993.3,1017.2,985.65,1013.4,1.98%
12-04-1997,1004.9,1009.9,999.3,1003.25,-0.16%
15-04-1997,1010.65,1018.6,1010.65,1014.9,0.42%
17-04-1997,1020.4,1036.15,1018.25,1035.2,1.43%
21-04-1997,1041.45,1061.8,1041.25,1060.6,1.81%
22-04-1997,1066.7,1073.9,1056.4,1059.8,-0.65%
23-04-1997,1065.95,1078.05,1063.85,1071.05,0.48%
24-04-1997,1071.4,1075.9,1063.3,1067.2,-0.39%
25-04-1997,1065.4,1071.05,1062.95,1069.4,0.37%
28-04-1997,1068.6,1070.7,1061.2,1065.4,-0.30%
29-04-1997,1063.6,1065.4,1052.8,1057.45,-0.58%
30-04-1997,1081.1,1088.4,1075.95,1079.85,-0.12%
02-05-1997,1074.7,1074.7,1063.75,1069,-0.53%
05-05-1997,1061.8,1061.8,1043.55,1045.5,-1.56%
06-05-1997,1045.8,1050.55,1038.75,1048.4,0.25%
07-05-1997,1053.1,1055.05,1042.55,1044.4,-0.83%
08-05-1997,1043.7,1055.4,1039.8,1054.05,0.98%
09-05-1997,1054.6,1063,1048.05,1053.35,-0.12%
12-05-1997,1052.8,1056.5,1039.05,1040.5,-1.18%
13-05-1997,1041.05,1042.25,1027.5,1031.05,-0.97%
14-05-1997,1030.35,1044.15,1018.15,1041.65,1.08%
15-05-1997,1041.65,1049,1036.25,1045,0.32%
16-05-1997,1043.4,1049.75,1041.1,1048.4,0.48%
19-05-1997,1052.2,1059.25,1048.05,1050.8,-0.13%
20-05-1997,1051.55,1053.25,1045.3,1050.85,-0.07%
21-05-1997,1047.5,1049.7,1040.55,1042,-0.53%
22-05-1997,1042.45,1043.8,1034.35,1037.2,-0.51%
23-05-1997,1037,1039,1028.75,1033.7,-0.32%
26-05-1997,1032.15,1035.8,1025.5,1026.9,-0.51%
27-05-1997,1027.5,1031.5,1023.45,1025.7,-0.18%
28-05-1997,1032.5,1035.35,1024.55,1027,-0.54%
29-05-1997,1024.75,1040.05,1023.8,1038.2,1.30%
30-05-1997,1039.85,1051.2,1038.3,1050.9,1.05%
02-06-1997,1053.05,1066.15,1051.05,1064.95,1.12%
03-06-1997,1067.65,1081.75,1067.55,1073.75,0.57%
04-06-1997,1081.55,1090.95,1078.8,1085.75,0.39%
05-06-1997,1089.85,1095.5,1082.85,1086.6,-0.30%
06-06-1997,1087.5,1091.05,1081.3,1082.75,-0.44%
09-06-1997,1082.95,1082.95,1071.55,1074.65,-0.77%
10-06-1997,1075.3,1084.15,1075.2,1081.1,0.54%
11-06-1997,1090.45,1108.95,1090.45,1104.6,1.28%
12-06-1997,1106.1,1122.2,1105.75,1120.7,1.30%
13-06-1997,1124.95,1147.5,1122.75,1136.3,1.00%
16-06-1997,1135.3,1141.05,1121.85,1129.7,-0.50%
17-06-1997,1134.9,1145.8,1127.15,1138.8,0.34%
18-06-1997,1162.2,1171,1156.05,1159.8,-0.21%
19-06-1997,1151.95,1161.7,1145.35,1159.8,0.68%
20-06-1997,1162.7,1174.15,1154.3,1158.35,-0.38%
23-06-1997,1159.6,1163,1149.3,1153.7,-0.51%
24-06-1997,1154.95,1161.95,1146.85,1155.3,0.03%
25-06-1997,1166.1,1175,1158.9,1161.9,-0.36%
26-06-1997,1164,1177.6,1160.25,1168.2,0.36%
27-06-1997,1168.3,1174.75,1165.95,1169.65,0.12%
30-06-1997,1167.45,1194.75,1164.5,1192.4,2.09%
01-07-1997,1201.3,1206.1,1193.55,1200.45,-0.07%
02-07-1997,1214.7,1237.05,1212.6,1222.95,0.67%
03-07-1997,1222.45,1235.45,1209.45,1214.9,-0.62%
04-07-1997,1218.95,1222.6,1209.45,1216.1,-0.23%
07-07-1997,1217.4,1226.6,1208.25,1209.7,-0.64%
08-07-1997,1205.1,1205.8,1193.35,1198.25,-0.57%
09-07-1997,1211.6,1239.55,1211.6,1236.55,2.02%
10-07-1997,1248.1,1252.7,1234.95,1239.15,-0.72%
11-07-1997,1233.5,1233.5,1217,1221.1,-1.02%
14-07-1997,1212.4,1215.6,1176.6,1187.05,-2.14%
15-07-1997,1190.5,1195.4,1180.75,1183.35,-0.60%
16-07-1997,1195.55,1207,1179.25,1183,-1.06%
17-07-1997,1182.85,1185.3,1173,1181.4,-0.12%
21-07-1997,1171.35,1171.35,1153.75,1165,-0.55%
22-07-1997,1169.55,1176.4,1165.15,1173.25,0.32%
23-07-1997,1184.05,1201.75,1183.9,1200.7,1.39%
24-07-1997,1204.35,1213.4,1195.2,1199.95,-0.37%
25-07-1997,1194.75,1195.95,1179,1185.05,-0.82%
28-07-1997,1185.25,1187.85,1176.95,1181.65,-0.30%
29-07-1997,1182.6,1190.55,1180.1,1190.3,0.65%
30-07-1997,1196.65,1205.8,1195.85,1197.9,0.10%
31-07-1997,1203.95,1224.7,1201.85,1221.5,1.44%
01-08-1997,1224.4,1233.85,1219.9,1232.4,0.65%
04-08-1997,1238.75,1254.5,1237.95,1250.4,0.93%
05-08-1997,1250.5,1275.45,1249.7,1273.15,1.78%
06-08-1997,1273.65,1297.1,1273.65,1292.95,1.49%
07-08-1997,1292.8,1292.8,1259.05,1269.65,-1.82%
08-08-1997,1269.55,1269.55,1253.2,1256.95,-1.00%
11-08-1997,1256.85,1260,1247.65,1258.35,0.12%
12-08-1997,1258.5,1272,1243.95,1248.45,-0.80%
13-08-1997,1248.3,1251.4,1240.9,1244.6,-0.30%
14-08-1997,1244.4,1245.8,1226.1,1227.9,-1.34%
18-08-1997,1228.4,1228.45,1198.75,1201.45,-2.24%
19-08-1997,1201.5,1203.15,1177.1,1180.7,-1.76%
20-08-1997,1179.55,1200.25,1178.65,1198.2,1.56%
21-08-1997,1198.8,1212.15,1179.3,1181.5,-1.46%
22-08-1997,1181.55,1181.6,1158.45,1160.45,-1.82%
25-08-1997,1160.4,1160.4,1119.65,1144.3,-1.41%
26-08-1997,1144.55,1160.45,1144.05,1151.75,0.63%
27-08-1997,1152.4,1184.85,1152.4,1168.4,1.37%
28-08-1997,1168.4,1168.4,1132.25,1134.65,-2.97%
29-08-1997,1134.2,1134.2,1098.9,1105,-2.64%
01-09-1997,1105.45,1115,1097.95,1104.7,-0.07%
02-09-1997,1104.9,1125.85,1102.45,1117.15,1.10%
03-09-1997,1118.45,1145.4,1118.45,1134.7,1.43%
04-09-1997,1134.3,1138.8,1123.7,1137.15,0.25%
05-09-1997,1137.2,1152.3,1137.2,1149.25,1.05%
08-09-1997,1148.7,1160.85,1136.85,1158.25,0.82%
09-09-1997,1158.3,1168.35,1154.95,1159.55,0.11%
10-09-1997,1159,1159,1143.95,1154.55,-0.39%
11-09-1997,1154.6,1163.3,1152.55,1154.3,-0.03%
12-09-1997,1154.2,1154.2,1138.25,1142.85,-0.99%
15-09-1997,1142.75,1143.35,1136.3,1141,-0.15%
16-09-1997,1141.1,1149.25,1137.8,1140.15,-0.08%
17-09-1997,1140.3,1141.75,1132.75,1134.2,-0.54%
18-09-1997,1133.6,1133.6,1101.65,1109.35,-2.19%
19-09-1997,1109.6,1115.15,1099.6,1104.3,-0.48%
22-09-1997,1104.25,1104.25,1082.5,1085,-1.77%
23-09-1997,1084.4,1090.95,1079.6,1088.65,0.39%
24-09-1997,1089.15,1108.15,1089.15,1100.85,1.06%
25-09-1997,1100.85,1112.4,1098.35,1111.35,0.94%
26-09-1997,1111.65,1122.25,1111.65,1116.1,0.40%
29-09-1997,1124.9,1133.4,1122.6,1125.7,0.07%
30-09-1997,1125.65,1125.65,1112.5,1123.8,-0.16%
01-10-1997,1123.45,1123.45,1102.45,1114.7,-0.78%
09-10-1997,1119.1,1135.95,1118.65,1134.55,1.36%
10-10-1997,1135.3,1166.05,1133.6,1163.55,2.43%
13-10-1997,1165.5,1177.5,1153.85,1156.95,-0.74%
14-10-1997,1156.45,1158.8,1131,1137.9,-1.63%
15-10-1997,1138.45,1152.65,1138.45,1150.45,1.04%
16-10-1997,1150.45,1171.6,1150.45,1168.35,1.53%
17-10-1997,1168.75,1181.15,1168.7,1177.8,0.77%
20-10-1997,1177.5,1189.4,1172.05,1188.2,0.90%
21-10-1997,1188.2,1192,1171.2,1174.95,-1.13%
22-10-1997,1175.55,1184.9,1168.3,1169.85,-0.49%
23-10-1997,1169.4,1171.05,1140.8,1151.65,-1.54%
24-10-1997,1151.45,1151.45,1122.55,1136.65,-1.30%
27-10-1997,1136,1136,1116,1120.8,-1.36%
28-10-1997,1120.6,1120.6,1028.2,1032.6,-8.52%
29-10-1997,1033,1108.5,1033,1107,6.68%
30-10-1997,1106.9,1106.9,1080.15,1085.25,-1.99%
03-11-1997,1085.75,1096.05,1071.2,1084,-0.16%
04-11-1997,1083.8,1097.05,1079.55,1090.2,0.59%
05-11-1997,1091.2,1096.05,1081.9,1085,-0.57%
06-11-1997,1084.8,1085.2,1068.4,1080.95,-0.36%
07-11-1997,1081.15,1081.45,1072.15,1074.8,-0.59%
10-11-1997,1074.5,1074.5,1064.4,1065.9,-0.81%
